Month_code,Birthplace_code,Delivery_method_code,Fetal_presentation_code,Five_min_APGAR_score_code,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
3,3,1,2,9,30.3,3545.1,10.5,39.7,22.87,10
3,3,1,2,10,32.25,3186.17,9.33,39.25,23.18,12
3,3,1,2,99,27.0,2967.33,7.0,37.67,24.13,3
3,3,1,3,6,25.0,4281.0,6.0,42.0,21.3,1
3,3,1,3,7,32.0,2693.0,2.0,36.0,26.8,1
3,3,1,3,8,29.75,2892.0,7.75,39.0,21.12,4
3,3,1,3,9,29.38,3423.0,9.38,40.25,23.65,8
3,3,1,3,10,28.56,3578.22,4.67,40.11,26.33,9
3,3,1,3,99,27.69,3321.07,2.47,39.53,24.26,16
3,3,1,9,0,37.0,3912.0,8.0,41.0,27.4,1
3,3,1,9,7,30.8,3697.25,3.4,39.93,29.2,15
3,3,1,9,8,30.4,3946.2,9.8,40.6,21.3,5
3,3,1,9,9,30.29,3572.38,11.89,39.81,21.85,21
3,3,1,9,10,31.0,3532.69,9.38,39.69,22.68,26
3,3,1,9,99,29.36,3449.27,5.08,39.56,23.97,28
3,3,2,1,3,32.5,3898.0,8.0,40.5,23.8,2
3,3,2,1,5,29.0,3147.0,10.0,41.0,24.0,1
3,3,2,1,6,28.5,4110.5,7.5,39.5,20.0,2
3,3,2,1,7,33.25,3958.25,9.5,40.12,24.06,8
3,3,2,1,8,30.97,3728.87,10.17,39.73,27.49,30
3,3,2,1,9,32.48,3714.27,10.56,39.78,26.84,124
3,3,2,1,10,32.17,3599.87,9.56,39.81,25.65,115
3,3,2,1,99,30.82,3544.77,7.1,39.57,26.99,22
3,3,2,3,9,26.0,3260.0,9.0,40.0,25.5,1
3,3,2,3,99,32.0,3912.0,2.0,38.0,24.8,1
3,3,2,9,0,34.0,3147.0,0.0,39.0,25.4,1
3,3,3,1,8,18.0,3191.0,13.0,39.0,25.7,1
3,3,4,1,7,32.0,2013.0,13.0,36.0,34.5,1
3,3,5,1,8,33.5,3456.0,10.5,38.5,21.95,2
3,3,5,1,9,31.75,3571.12,11.75,40.0,23.35,8
3,3,5,1,10,31.0,3735.89,8.89,40.11,25.09,9
3,3,5,1,99,34.5,3288.5,11.5,40.0,22.65,2
3,3,5,9,2,34.0,3560.0,18.0,41.0,20.6,1
3,3,9,1,8,22.0,3515.0,8.0,40.0,24.9,1
3,3,9,1,9,30.0,3628.75,7.75,40.0,23.53,4
3,3,9,1,10,31.0,3855.5,9.67,39.83,26.93,6
3,3,9,1,99,29.5,3387.5,11.5,38.0,29.95,2
3,3,9,3,10,37.5,3941.0,3.5,40.5,34.5,2
3,3,9,3,99,31.67,3251.0,2.0,39.67,28.03,3
3,3,9,9,8,23.0,4082.0,3.0,40.0,30.9,1
3,3,9,9,9,32.46,3827.0,8.5,40.33,27.2,13
3,3,9,9,10,26.0,3345.33,4.0,40.0,36.55,3
3,3,9,9,99,30.15,3507.64,3.11,39.0,25.37,46
3,4,1,1,0,26.77,2913.14,5.33,38.2,25.96,22
3,4,1,1,1,26.5,1121.0,4.75,27.5,29.07,4
3,4,1,1,2,20.0,1954.0,0.0,32.0,36.6,1
3,4,1,1,3,25.5,1740.67,2.0,29.25,27.45,4
3,4,1,1,5,27.33,2879.33,4.33,36.67,24.23,3
3,4,1,1,6,27.22,2963.56,4.5,35.78,27.46,9
3,4,1,1,7,28.12,3101.12,9.0,38.73,25.94,16
3,4,1,1,8,30.49,3039.75,8.91,38.18,24.56,57
3,4,1,1,9,29.27,3189.59,8.32,38.61,25.47,273
3,4,1,1,10,30.12,3235.66,8.72,38.65,25.51,114
3,4,1,1,99,28.52,2994.93,7.16,37.73,26.09,523
3,4,1,2,6,34.0,2125.0,0.0,36.0,18.8,1
3,4,1,2,7,24.67,2873.0,6.67,37.67,21.8,3
3,4,1,2,9,33.5,2920.0,12.0,39.5,21.6,2
3,4,1,2,99,30.22,2738.25,6.57,35.62,24.9,9
3,4,1,3,0,25.0,1828.5,0.0,33.0,18.9,2
3,4,1,3,5,41.0,3260.0,2.0,41.0,37.1,1
3,4,1,3,7,33.0,2670.0,9.0,37.0,24.2,1
3,4,1,3,8,23.0,3258.67,3.0,39.67,23.1,3
3,4,1,3,9,24.2,2775.0,4.5,38.2,23.16,5
3,4,1,3,10,26.33,3275.33,6.0,37.67,25.47,3
3,4,1,3,99,26.21,2770.23,5.08,38.0,24.69,14
3,4,1,9,1,22.0,335.0,9.0,20.0,36.9,1
3,4,1,9,8,28.33,3071.33,9.0,37.67,30.17,3
3,4,1,9,9,25.25,3188.5,2.33,38.25,26.1,4
3,4,1,9,10,31.4,3408.8,8.6,38.4,28.54,5
3,4,1,9,99,29.15,2712.93,4.33,35.49,24.41,48
3,4,2,1,7,24.0,1610.0,2.0,31.0,17.4,1
3,4,2,1,8,31.5,2362.5,2.5,37.0,23.05,2
3,4,2,1,9,32.44,3412.0,8.19,39.0,25.7,16
3,4,2,1,10,30.2,3535.8,12.4,39.8,23.06,5
3,4,2,1,99,30.24,2896.69,6.64,37.5,26.56,29
3,4,2,2,99,39.0,2000.0,4.0,33.5,30.85,2
3,4,2,3,9,37.0,3130.0,9.0,38.0,23.2,1
3,4,3,1,9,31.0,3125.0,14.0,40.0,23.5,1
3,4,3,1,10,26.0,2948.0,3.0,39.0,33.7,1
3,4,4,1,9,27.0,2710.0,7.0,36.0,21.1,1
3,4,4,2,9,31.0,2900.0,9.0,38.0,37.4,1
3,4,5,1,8,27.0,539.0,6.0,32.0,22.1,1
3,4,5,1,9,26.0,3187.0,5.0,38.5,24.9,2
3,4,5,1,99,27.8,2895.25,4.4,36.0,24.94,5
3,4,5,9,99,30.67,2804.33,0.0,39.5,22.5,3
3,4,9,9,99,28.0,2520.0,2.0,40.0,25.4,9
3,5,1,1,0,25.0,3448.33,0.0,39.0,22.67,3
3,5,1,1,2,29.0,3432.0,11.0,39.0,23.45,2
3,5,1,1,4,14.0,2183.0,0.0,34.0,22.7,1
3,5,1,1,5,31.0,3149.0,14.33,39.33,25.53,3
3,5,1,1,6,29.8,2613.8,8.0,35.8,26.72,5
3,5,1,1,7,29.92,3501.58,8.1,39.5,26.1,12
3,5,1,1,8,31.72,3527.13,11.85,39.66,24.18,47
3,5,1,1,9,31.66,3507.73,11.41,39.4,23.62,260
3,5,1,1,10,31.84,3570.73,11.25,39.65,23.45,319
3,5,1,1,99,30.44,3200.19,8.64,38.74,25.48,182
3,5,1,2,6,31.0,3175.0,14.0,39.0,22.3,1
3,5,1,2,9,24.0,3374.0,13.0,41.0,21.0,1
3,5,1,2,99,35.0,1487.5,7.0,32.5,30.05,2
3,5,1,3,5,32.0,4479.0,2.0,40.0,40.2,1
3,5,1,3,8,22.0,3175.0,9.0,37.0,25.7,2
3,5,1,3,9,28.0,2764.5,7.0,39.0,25.4,2
3,5,1,3,10,32.0,3714.0,12.0,39.0,31.4,1
3,5,1,3,99,31.75,2577.75,6.0,35.0,24.63,4
3,5,1,9,9,30.75,3808.58,10.92,40.08,25.77,12
3,5,1,9,10,30.45,3310.18,9.36,39.73,24.32,11
3,5,1,9,99,32.76,3341.39,10.97,39.14,22.71,150
3,5,2,1,7,30.67,3184.67,13.67,40.0,28.53,3
3,5,2,1,8,41.0,3515.0,15.0,39.0,24.7,1
3,5,2,1,9,34.5,3749.0,11.25,40.0,25.4,4
3,5,2,1,10,32.36,3615.55,12.82,40.09,25.98,11
3,5,2,1,99,31.67,3415.5,11.6,39.67,30.5,6
3,5,4,9,99,36.0,3203.0,18.0,40.0,35.3,1
3,5,9,1,8,33.0,4026.0,10.0,39.0,28.0,1
3,5,9,1,10,33.0,3997.0,5.0,41.0,19.1,1
3,5,9,9,99,30.76,3192.33,3.0,38.33,40.2,21
3,6,1,1,0,25.0,308.0,7.0,21.0,23.6,1
3,6,1,1,7,28.5,3582.83,8.17,39.5,27.77,6
3,6,1,1,8,30.5,3598.94,10.5,39.5,24.01,16
3,6,1,1,9,27.98,3513.69,8.86,39.49,24.78,59
3,6,1,1,10,28.18,3370.07,10.15,39.36,25.01,28
3,6,1,1,99,27.8,2749.2,7.8,35.8,23.54,5
3,6,1,9,9,25.0,3629.0,14.0,41.0,25.6,1
3,6,2,1,8,29.0,3685.5,12.0,40.0,24.05,2
3,6,2,1,9,31.25,3660.0,10.25,39.75,22.65,4
3,6,2,1,10,35.5,4005.0,3.0,41.0,27.2,2
3,6,3,1,8,37.0,2325.0,10.0,36.0,14.5,1
3,6,3,1,9,30.0,3390.0,13.0,40.0,28.2,1
3,6,3,2,9,30.0,4205.0,8.0,39.0,47.3,1
3,6,4,2,9,35.0,4530.0,14.0,39.0,33.2,1
3,7,1,1,0,34.0,2639.0,3.8,36.17,24.35,6
3,7,1,1,2,17.0,397.0,3.0,23.0,24.8,1
3,7,1,1,3,26.33,2978.33,5.0,34.33,21.95,3
3,7,1,1,5,29.0,2491.75,4.25,34.33,20.2,4
3,7,1,1,6,26.88,2505.88,3.67,33.75,24.28,8
3,7,1,1,7,27.92,3112.75,6.17,38.42,25.64,12
3,7,1,1,8,28.66,3200.61,8.14,38.47,25.41,44
3,7,1,1,9,28.86,3273.5,8.28,38.67,25.31,190
3,7,1,1,10,27.78,3512.22,7.12,39.25,25.22,165
3,7,1,1,99,29.28,3031.62,9.3,38.05,25.44,216
3,7,1,2,0,19.0,460.0,4.0,22.0,23.4,1
3,7,1,2,8,32.0,2330.0,12.0,37.0,24.0,1
3,7,1,2,99,33.0,2172.67,1.5,34.0,28.23,3
3,7,1,3,7,23.0,3203.0,10.0,39.0,25.4,1
3,7,1,3,10,19.0,3629.0,14.0,42.0,22.3,1
3,7,1,3,99,25.43,2845.57,2.8,35.17,24.7,7
3,7,1,9,4,32.0,2100.0,2.0,32.0,34.7,1
3,7,1,9,7,26.33,2616.67,7.0,36.67,25.1,3
3,7,1,9,9,27.33,3285.56,8.2,38.38,28.03,9
3,7,1,9,10,26.0,3186.6,5.5,38.0,24.27,5
3,7,1,9,99,28.73,2950.4,8.61,36.8,25.96,22
3,7,2,1,6,37.0,3685.0,15.0,40.0,21.4,1
3,7,2,1,7,33.0,2069.0,0.0,34.0,28.3,1
3,7,2,1,8,30.67,2967.33,6.33,39.67,23.93,3
3,7,2,1,9,32.5,3570.75,11.12,39.62,26.71,8
3,7,2,1,10,28.5,4008.5,9.5,41.0,25.3,2
3,7,2,1,99,31.75,3035.5,7.12,37.29,26.54,8
3,7,2,2,10,43.0,3941.0,6.0,40.0,25.8,1
3,7,3,1,8,32.0,3280.0,3.0,39.0,25.1,1
3,7,3,1,9,34.0,3730.0,13.0,39.0,34.8,1
3,7,4,2,8,40.0,1309.0,8.0,30.0,16.3,1
3,7,5,1,99,26.5,2696.17,0.4,35.8,21.8,6
3,7,5,2,99,25.0,2700.0,3.0,38.0,18.9,1
3,7,5,9,99,35.0,3572.0,11.0,41.0,24.7,1
3,7,9,1,99,27.07,3584.29,3.5,39.57,31.12,14
3,7,9,9,99,28.51,3296.0,12.0,39.0,27.9,45
3,9,1,1,1,31.0,2863.0,0.0,32.0,20.6,1
3,9,1,1,7,38.0,3742.0,15.0,41.0,17.1,1
3,9,1,1,9,29.93,3319.57,9.07,38.64,27.04,14
3,9,1,1,10,32.25,3425.25,10.33,39.67,22.81,12
3,9,1,1,99,30.88,2939.2,8.8,36.0,25.92,8
3,9,1,3,9,22.0,2948.0,11.0,40.0,37.8,1
3,9,1,3,99,29.5,3017.0,16.0,38.0,34.95,2
3,9,1,9,9,29.0,1915.0,0.0,36.0,18.6,1
3,9,2,1,8,31.0,3856.0,14.0,40.0,35.2,1
3,9,2,1,10,30.0,3770.0,10.0,40.0,22.9,1
3,9,3,1,9,23.0,4130.0,10.0,40.0,19.2,1
3,9,4,1,9,31.0,3070.0,7.0,37.0,27.5,1
4,1,1,1,0,28.06,1976.75,7.57,29.76,28.17,127
4,1,1,1,1,27.82,1361.06,6.5,26.58,28.66,868
4,1,1,1,2,27.52,2200.73,8.95,32.27,27.28,625
4,1,1,1,3,27.43,2671.45,9.83,34.95,27.32,633
4,1,1,1,4,27.6,2898.11,10.32,36.52,27.33,860
4,1,1,1,5,27.44,2975.89,10.7,37.05,27.16,1602
4,1,1,1,6,27.72,3037.9,10.85,37.25,26.94,3285
4,1,1,1,7,27.88,3099.9,11.0,37.58,26.85,8706
4,1,1,1,8,27.87,3252.04,11.21,38.38,26.51,53399
4,1,1,1,9,28.31,3312.92,11.38,38.81,26.06,499992
4,1,1,1,10,27.88,3327.44,11.46,38.83,25.95,11083
4,1,1,1,99,28.24,2901.55,9.9,36.71,26.12,969
4,1,1,2,0,27.31,744.56,4.45,22.24,27.95,42
4,1,1,2,1,27.51,516.46,5.02,21.79,28.16,271
4,1,1,2,2,28.2,773.25,4.34,23.51,28.78,89
4,1,1,2,3,27.3,840.26,5.67,24.14,28.41,37
4,1,1,2,4,28.28,1202.52,7.71,27.45,27.48,29
4,1,1,2,5,29.71,1830.02,8.6,31.78,26.17,41
4,1,1,2,6,29.47,1699.8,8.6,30.71,29.2,51
4,1,1,2,7,29.75,2007.9,9.31,32.91,28.31,115
4,1,1,2,8,29.38,2493.21,10.09,35.52,27.05,282
4,1,1,2,9,29.36,2938.6,11.14,37.5,26.15,1144
4,1,1,2,10,29.56,2913.56,10.0,38.11,28.0,9
4,1,1,2,99,29.18,1011.57,4.52,23.63,30.49,28
4,1,1,3,0,28.78,741.2,3.89,21.89,31.14,9
4,1,1,3,1,26.15,901.05,5.9,23.32,28.98,27
4,1,1,3,2,25.8,1071.0,4.88,23.75,30.09,10
4,1,1,3,3,27.58,1722.08,7.0,30.08,26.99,12
4,1,1,3,4,28.23,2703.46,9.38,35.08,30.52,13
4,1,1,3,5,25.85,2455.08,9.31,35.0,25.37,13
4,1,1,3,6,28.18,2802.76,9.5,36.24,26.39,34
4,1,1,3,7,26.43,2929.33,9.3,36.63,26.6,70
4,1,1,3,8,27.47,3260.53,11.19,38.25,26.64,393
4,1,1,3,9,27.96,3315.2,11.25,38.8,25.83,2920
4,1,1,3,10,27.59,3334.8,10.43,38.8,24.93,56
4,1,1,3,99,26.83,2783.36,8.1,33.09,25.64,12
4,1,1,9,0,36.0,1200.0,6.0,22.0,51.2,1
4,1,1,9,1,30.08,387.17,3.8,20.85,30.64,13
4,1,1,9,2,28.25,2556.75,7.0,34.25,28.07,4
4,1,1,9,3,24.5,2155.0,11.0,31.0,29.95,2
4,1,1,9,4,22.67,1323.0,5.0,26.33,25.77,3
4,1,1,9,5,24.0,3620.0,11.67,37.67,29.0,3
4,1,1,9,6,25.43,2797.36,10.33,35.93,23.77,14
4,1,1,9,7,27.23,2832.82,10.0,36.64,25.05,22
4,1,1,9,8,27.31,3208.63,10.3,38.23,26.43,130
4,1,1,9,9,27.91,3321.72,11.35,38.84,26.55,1394
4,1,1,9,10,30.62,3399.46,14.75,38.38,25.33,13
4,1,1,9,99,26.7,2912.31,11.08,36.92,26.69,66
4,1,2,1,0,31.22,801.12,3.33,22.56,29.2,9
4,1,2,1,1,30.7,1027.43,5.9,24.15,31.2,73
4,1,2,1,2,30.52,1459.28,6.27,27.29,29.69,44
4,1,2,1,3,31.7,2563.81,8.74,33.52,29.26,33
4,1,2,1,4,30.61,2448.61,8.56,33.7,30.19,33
4,1,2,1,5,30.56,2656.45,11.13,35.58,28.43,62
4,1,2,1,6,29.91,2879.8,9.75,36.03,28.39,115
4,1,2,1,7,30.38,2912.63,10.29,36.36,28.22,289
4,1,2,1,8,30.64,3230.92,10.62,38.04,27.42,1617
4,1,2,1,9,30.69,3324.56,11.05,38.71,26.78,14868
4,1,2,1,10,30.38,3325.25,11.31,38.56,26.36,246
4,1,2,1,99,31.86,2980.52,10.6,37.05,25.89,43
4,1,2,2,0,38.0,380.0,5.0,21.0,43.8,1
4,1,2,2,1,30.39,597.29,3.68,21.77,29.24,23
4,1,2,2,2,31.31,520.67,4.25,22.33,29.47,13
4,1,2,2,3,29.5,1592.5,6.0,29.5,23.85,2
4,1,2,2,4,31.33,338.67,3.5,21.0,30.25,3
4,1,2,2,5,29.25,1343.0,7.5,26.0,35.73,4
4,1,2,2,6,30.8,1504.8,7.0,30.2,24.84,5
4,1,2,2,7,26.75,1478.75,3.67,30.25,27.95,4
4,1,2,2,8,33.07,2384.4,9.53,34.93,30.72,15
4,1,2,2,9,32.3,2991.47,10.34,37.72,25.92,47
4,1,2,2,99,23.0,1010.0,3.0,22.0,23.4,2
4,1,2,3,1,31.62,397.75,5.88,21.75,32.76,8
4,1,2,3,2,26.0,1572.5,8.0,29.0,30.0,2
4,1,2,3,3,27.0,3180.0,18.0,40.0,25.2,1
4,1,2,3,5,31.5,3335.0,10.0,38.5,28.55,2
4,1,2,3,6,30.33,2678.0,8.0,35.0,29.8,3
4,1,2,3,7,28.5,3378.5,9.25,37.25,28.17,4
4,1,2,3,8,31.12,3372.76,10.93,38.0,28.59,17
4,1,2,3,9,29.79,3335.12,10.6,38.86,26.94,113
4,1,2,3,10,35.0,3510.0,11.0,39.0,21.0,1
4,1,2,9,1,34.5,351.33,3.25,21.33,24.0,4
4,1,2,9,5,32.0,2945.0,9.0,38.0,36.7,1
4,1,2,9,6,29.0,4270.0,21.0,41.0,27.6,1
4,1,2,9,7,27.0,3390.0,16.0,41.0,25.9,1
4,1,2,9,8,29.75,2210.0,10.25,35.25,30.6,4
4,1,2,9,9,30.25,3488.7,11.56,38.82,27.6,44
4,1,3,1,0,29.04,2577.48,9.91,34.99,28.26,102
4,1,3,1,1,27.45,2168.28,9.41,33.16,28.35,400
4,1,3,1,2,28.2,2550.34,10.16,34.9,28.92,408
4,1,3,1,3,28.4,2568.13,10.21,35.15,28.61,528
4,1,3,1,4,28.12,2538.46,9.96,34.94,29.28,688
4,1,3,1,5,28.68,2572.22,10.23,35.34,28.13,1138
4,1,3,1,6,28.84,2599.35,10.47,35.36,28.75,2011
4,1,3,1,7,28.95,2697.47,10.86,35.88,28.85,4307
4,1,3,1,8,28.95,3016.01,11.42,37.3,28.71,17610
4,1,3,1,9,29.24,3296.54,11.89,38.53,28.15,105860
4,1,3,1,10,28.41,3407.79,12.26,38.81,28.72,2073
4,1,3,1,99,29.3,2556.1,10.35,35.04,28.26,289
4,1,3,2,0,28.88,1637.95,8.96,29.48,31.2,25
4,1,3,2,1,28.43,1347.35,6.98,28.62,29.36,132
4,1,3,2,2,28.32,1342.49,7.26,28.6,29.12,133
4,1,3,2,3,28.42,1542.75,7.65,29.72,29.4,134
4,1,3,2,4,28.88,1589.06,8.14,30.36,27.7,197
4,1,3,2,5,28.8,1677.12,8.73,30.54,28.97,309
4,1,3,2,6,29.19,1761.52,8.71,31.06,28.27,598
4,1,3,2,7,29.7,1997.95,9.33,32.48,29.01,1191
4,1,3,2,8,29.77,2511.67,10.61,35.05,28.02,4061
4,1,3,2,9,30.16,3009.55,11.73,37.5,26.93,19598
4,1,3,2,10,29.02,3118.56,11.76,37.83,27.23,378
4,1,3,2,99,29.29,1895.53,10.69,32.31,27.56,59
4,1,3,3,0,32.67,3122.33,9.67,36.0,30.1,3
4,1,3,3,1,27.14,1581.76,7.4,30.0,28.79,21
4,1,3,3,2,27.96,2184.52,9.14,32.78,31.22,23
4,1,3,3,3,28.12,1955.0,7.82,31.84,26.54,25
4,1,3,3,4,26.3,2242.48,8.15,33.63,28.35,27
4,1,3,3,5,27.22,2065.07,8.18,32.15,28.77,41
4,1,3,3,6,29.21,2144.27,9.73,33.56,28.54,73
4,1,3,3,7,29.81,2440.68,10.01,34.45,30.01,154
4,1,3,3,8,29.46,2785.86,11.08,36.25,28.44,613
4,1,3,3,9,29.46,3159.77,11.72,38.04,28.12,2734
4,1,3,3,10,28.48,3378.89,12.25,38.59,26.77,64
4,1,3,3,99,29.67,2699.38,12.44,34.78,27.1,9
4,1,3,9,1,26.0,1389.67,7.0,29.0,30.83,7
4,1,3,9,2,26.12,1264.0,4.71,28.25,24.36,8
4,1,3,9,3,30.25,2175.0,13.75,33.75,26.77,4
4,1,3,9,4,25.17,2479.67,7.83,36.17,26.78,6
4,1,3,9,5,25.67,1670.33,4.67,29.67,27.67,3
4,1,3,9,6,31.33,2217.0,12.12,33.94,33.55,18
4,1,3,9,7,28.64,2817.36,11.42,36.07,28.36,28
4,1,3,9,8,27.96,2900.22,10.84,36.85,28.18,124
4,1,3,9,9,28.74,3199.45,11.89,38.16,29.06,702
4,1,3,9,10,28.25,3402.28,11.28,38.53,29.36,32
4,1,3,9,99,30.57,2800.14,11.4,37.33,25.64,7
4,1,4,1,0,30.16,2773.29,10.14,35.74,29.3,31
4,1,4,1,1,31.1,2160.96,8.75,32.95,29.33,120
4,1,4,1,2,30.22,2625.52,10.03,34.54,29.51,112
4,1,4,1,3,30.9,2566.73,10.24,34.59,30.52,184
4,1,4,1,4,30.28,2590.27,10.32,34.87,30.04,252
4,1,4,1,5,30.63,2704.42,10.52,35.22,30.7,390
4,1,4,1,6,30.81,2749.19,10.33,35.45,30.95,728
4,1,4,1,7,30.91,2945.28,10.65,36.28,30.27,1980
4,1,4,1,8,30.7,3210.21,11.07,37.57,29.8,11976
4,1,4,1,9,30.95,3353.44,11.4,38.4,28.84,93849
4,1,4,1,10,30.28,3424.48,11.62,38.63,29.13,2398
4,1,4,1,99,30.84,2900.23,10.63,36.08,29.52,122
4,1,4,2,0,29.57,1989.14,10.71,31.14,28.86,7
4,1,4,2,1,29.53,1142.88,8.07,27.95,31.24,43
4,1,4,2,2,32.03,1634.03,7.65,30.43,31.63,37
4,1,4,2,3,31.11,1997.05,8.58,31.68,27.9,37
4,1,4,2,4,30.63,1856.32,8.58,31.18,29.72,57
4,1,4,2,5,31.6,1851.21,8.78,31.5,31.13,82
4,1,4,2,6,32.25,1968.25,9.42,32.18,33.25,146
4,1,4,2,7,31.88,2216.26,9.9,33.19,30.47,328
4,1,4,2,8,31.51,2617.95,10.71,35.15,30.18,988
4,1,4,2,9,32.01,3066.89,11.57,37.39,29.29,4695
4,1,4,2,10,30.71,3299.06,11.61,38.18,27.49,72
4,1,4,2,99,33.83,2327.91,12.17,33.08,27.78,12
4,1,4,3,1,31.75,2218.75,8.0,33.0,25.25,4
4,1,4,3,2,32.56,2129.0,6.38,32.33,29.59,9
4,1,4,3,3,26.0,2712.33,6.33,34.0,27.57,3
4,1,4,3,4,28.0,2276.0,13.29,34.86,39.79,7
4,1,4,3,5,29.71,2523.52,8.17,34.76,31.62,21
4,1,4,3,6,30.33,2611.81,9.41,35.15,28.21,27
4,1,4,3,7,31.85,2531.68,10.03,34.35,31.83,60
4,1,4,3,8,30.0,3075.85,10.66,36.93,30.35,236
4,1,4,3,9,30.57,3258.45,11.2,38.02,29.44,1552
4,1,4,3,10,31.77,3361.49,11.93,38.47,29.59,43
4,1,4,3,99,32.5,3165.25,6.75,37.25,38.42,4
4,1,4,9,2,31.5,2567.5,13.0,36.5,35.7,2
4,1,4,9,4,23.67,2460.33,6.0,32.33,35.6,3
4,1,4,9,5,35.33,3016.33,7.33,34.33,35.83,3
4,1,4,9,6,32.45,2198.27,9.09,34.0,25.41,11
4,1,4,9,7,29.23,2904.08,11.58,35.69,31.81,13
4,1,4,9,8,30.49,3111.57,11.34,37.29,28.99,98
4,1,4,9,9,30.32,3327.79,11.56,38.3,28.8,747
4,1,4,9,10,28.64,3459.91,10.53,38.21,29.0,33
4,1,4,9,99,28.64,3020.14,13.64,37.0,31.01,14
4,1,5,1,1,24.5,1589.75,2.0,28.75,20.47,4
4,1,5,1,4,24.0,2347.33,13.0,35.0,43.33,3
4,1,5,1,5,26.5,3640.75,14.0,38.75,24.45,4
4,1,5,1,6,24.0,2119.0,5.12,33.38,22.11,8
4,1,5,1,7,29.57,3210.57,8.71,38.33,27.55,7
4,1,5,1,8,28.98,2929.53,8.14,37.17,24.31,40
4,1,5,1,9,27.93,3296.94,8.62,38.67,26.65,290
4,1,5,1,10,27.4,3033.4,5.44,38.7,23.21,10
4,1,5,1,99,30.6,1208.33,0.0,26.33,21.68,5
4,1,5,2,3,19.0,1090.0,5.0,27.0,26.3,1
4,1,5,2,9,32.33,3279.33,0.0,38.67,25.17,3
4,1,5,3,9,24.0,3062.0,6.0,40.0,18.8,1
4,1,5,9,8,31.0,3741.0,9.0,39.0,24.1,1
4,1,5,9,9,26.25,2963.0,6.5,38.5,23.0,4
4,1,6,1,3,32.5,2392.5,11.0,37.0,25.3,2
4,1,6,1,4,28.0,2235.25,12.67,34.75,30.58,4
4,1,6,1,6,26.8,2097.8,5.8,32.4,27.86,5
4,1,6,1,7,28.67,2610.0,11.5,38.67,23.5,3
4,1,6,1,8,30.09,3208.27,10.88,38.82,32.43,11
4,1,6,1,9,29.2,3111.29,9.78,38.49,27.19,70
4,1,6,1,10,31.0,2852.5,8.0,37.5,26.5,2
4,1,6,2,1,25.0,2580.0,7.0,37.0,24.8,1
4,1,6,2,7,32.33,2008.67,6.5,33.33,23.93,3
4,1,6,2,8,35.0,2887.67,3.5,37.0,18.35,3
4,1,6,2,9,30.42,3057.25,8.78,38.08,29.92,12
4,1,6,2,99,27.0,3075.0,22.0,38.0,23.2,2
4,1,6,3,10,32.0,3941.0,11.0,39.0,36.9,1
4,1,6,9,7,25.0,1769.0,6.0,31.5,22.7,2
4,1,6,9,8,31.0,2635.25,6.33,34.75,22.83,4
4,1,6,9,9,31.0,3146.0,0.0,39.0,20.0,1
4,1,9,1,8,30.0,2992.75,8.25,37.0,31.75,4
4,1,9,1,9,29.31,3376.64,11.19,38.89,27.67,85
4,1,9,1,10,22.0,2850.0,14.0,40.0,25.8,1
4,1,9,1,99,30.0,3240.0,13.0,39.0,21.9,1
4,1,9,2,8,22.5,3175.5,9.5,38.5,33.6,2
4,1,9,2,9,34.0,3980.0,7.0,37.5,21.85,2
4,1,9,3,9,23.0,3340.0,19.33,40.75,30.05,4
4,1,9,9,5,21.5,3599.5,8.5,40.5,26.3,2
4,1,9,9,6,26.5,1894.75,5.67,32.25,24.53,4
4,1,9,9,7,27.75,2403.75,9.0,34.0,25.3,4
4,1,9,9,8,25.42,3200.16,7.47,38.05,23.89,19
4,1,9,9,9,28.95,3362.65,11.11,38.9,28.49,62
4,1,9,9,10,39.0,2743.0,15.0,35.0,19.1,1
4,1,9,9,99,27.43,3266.07,0.57,40.8,26.41,80
4,2,1,1,0,32.6,3158.2,11.8,39.2,25.12,5
4,2,1,1,2,31.33,3830.67,10.33,39.33,22.57,3
4,2,1,1,3,27.5,3798.5,10.5,39.5,35.15,2
4,2,1,1,4,31.5,3416.0,12.0,40.5,33.45,2
4,2,1,1,5,27.81,3693.56,10.06,39.12,24.14,16
4,2,1,1,6,29.05,3578.6,11.1,40.25,24.88,20
4,2,1,1,7,29.69,3679.12,11.95,39.79,25.19,97
4,2,1,1,8,29.99,3562.59,11.22,39.65,24.59,397
4,2,1,1,9,29.93,3554.71,11.32,39.64,24.27,3012
4,2,1,1,10,29.53,3512.41,10.96,39.65,24.23,1122
4,2,1,1,99,29.68,3513.67,10.43,39.46,24.75,25
4,2,1,2,5,32.0,3884.0,6.0,41.0,19.0,1
4,2,1,2,8,28.67,3331.0,12.33,39.0,20.43,3
4,2,1,2,9,27.0,3210.0,12.33,39.33,22.93,3
4,2,1,2,10,30.0,3572.5,12.0,41.0,25.7,2
4,2,1,3,9,27.67,3213.0,12.67,39.0,21.17,3
4,2,1,3,10,31.67,3499.0,13.33,39.0,26.03,3
4,2,1,9,9,32.6,3430.0,11.4,39.6,21.58,5
4,2,1,9,10,24.67,3506.0,12.33,39.67,26.17,3
4,2,1,9,99,32.14,3491.84,12.71,40.07,23.03,57
4,2,2,1,7,30.75,3635.5,12.5,39.5,25.83,4
